         66773765 function calls (66611606 primitive calls) in 565.856 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedWriter' objects}
        4    0.000    0.000    0.000    0.000 ticker.py:2247(view_limits)
       18    0.000    0.000    0.000    0.000 backend_bases.py:1730(<lambda>)
       10    0.000    0.000    0.000    0.000 text.py:1160(set_fontweight)
       26    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       30    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 _base.py:144(__init__)
       10    0.000    0.000    0.000    0.000 _arraypad_impl.py:120(<genexpr>)
        4    0.000    0.000    0.010    0.002 PngImagePlugin.py:1131(write)
       42    0.000    0.000    0.000    0.000 artist.py:846(get_alpha)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:109(take)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1187(_process)
        2    0.000    0.000    0.000    0.000 _backend_tk.py:267(draw_idle)
      6/4    0.000    0.000    0.000    0.000 _parser.py:174(getwidth)
        5    0.000    0.000    0.000    0.000 Image.py:3641(register_open)
       10    0.000    0.000    0.000    0.000 __init__.py:185(keys)
        4    0.000    0.000    0.000    0.000 axis.py:1169(get_inverted)
        7    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 gridspec.py:191(_check_gridspec_exists)
       26    0.000    0.000    0.000    0.000 legend.py:1078(get_bbox_to_anchor)
       18    0.000    0.000    0.000    0.000 legend.py:1234(<genexpr>)
       12    0.000    0.000    0.000    0.000 Image.py:3706(register_extension)
       38    0.000    0.000    0.000    0.000 artist.py:427(is_transform_set)
        4    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:883(after_cancel)
        8    0.000    0.000    0.000    0.000 synchronize.py:151(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:991(_find_data_type_)
        7    0.000    0.000    0.000    0.000 typing.py:166(_type_convert)
        2    0.000    0.000    0.000    0.000 _linalg.py:148(_commonType)
        8    0.000    0.000    0.000    0.000 _arraysetops_impl.py:140(_unique_dispatcher)
       36    0.000    0.000    0.000    0.000 backend_bases.py:844(set_clip_rectangle)
        2    0.000    0.000    0.000    0.000 spines.py:549(from_dict)
        5    0.000    0.000    0.000    0.000 _base.py:1400(issparse)
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       23    0.000    0.000    0.000    0.000 image.py:394(_update_header_scale_info)
        4    0.000    0.000    0.000    0.000 transforms.py:981(intervaly)
        2    0.000    0.000    0.000    0.000 pyplot.py:1132(get_fignums)
        2    0.000    0.000    0.000    0.000 gridspec.py:313(__init__)
       20    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
       39    0.000    0.000    0.000    0.000 enum.py:236(__set_name__)
       30    0.000    0.000    0.000    0.000 text.py:909(get_position)
        2    0.000    0.000    0.000    0.000 __init__.py:2735(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:2633(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2290(mpl_disconnect)
       10    0.000    0.000    0.000    0.000 _interpolate.py:148(_do_extrapolate)
        5    0.000    0.000    0.000    0.000 _interpolate.py:447(_check_and_update_bounds_error_for_extrapolation)
        2    0.000    0.000    0.000    0.000 pyplot.py:556(draw_if_interactive)
       42    0.000    0.000    0.000    0.000 backend_bases.py:586(flipy)
       32    0.000    0.000    0.000    0.000 process.py:189(name)
        8    0.000    0.000    0.000    0.000 __init__.py:1712(__setitem__)
       14    0.000    0.000    0.000    0.000 _parser.py:233(__next)
       32    0.000    0.000    0.000    0.000 legend_handler.py:187(get_numpoints)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1681(path_hook_for_FileFinder)
       24    0.000    0.000    0.000    0.000 typing.py:911(__eq__)
        7    0.000    0.000    0.000    0.000 weakref.py:142(__delitem__)
       16    0.000    0.000    0.000    0.000 numeric.py:1927(isscalar)
       12    0.000    0.000    0.000    0.000 {built-in method math.copysign}
       16    0.000    0.000    0.000    0.000 cbook.py:564(is_scalar_or_string)
        2    0.000    0.000    0.000    0.000 pyplot.py:4375(title)
        2    0.000    0.000    0.000    0.000 legend.py:1018(set_title)
        2    0.000    0.000    0.000    0.000 gridspec.py:216(_normalize)
        6    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 typing.py:2709(_make_nmtuple)
        2    0.000    0.000    0.000    0.000 figure.py:1754(_process_projection_requirements)
        2    0.000    0.000    0.009    0.005 _backend_tk.py:597(delayed_destroy)
        2    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 typing.py:1793(__new__)
        5    0.000    0.000    0.000    0.000 inspect.py:3083(replace)
       23    0.000    0.000    0.000    0.000 compbintable.py:15(match_header)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3508(draw_if_interactive)
        8    0.000    0.000    0.000    0.000 queue.py:206(_init)
       37    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:985(create_module)
       14    0.000    0.000    0.000    0.000 fromnumeric.py:3730(_mean_dispatcher)
        2    0.000    0.000    0.000    0.000 _base.py:1092(_update_transScale)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1177(get_filename)
       18    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       20    0.000    0.000    0.000    0.000 ImageFile.py:93(_tilesort)
        6    0.000    0.000    0.000    0.000 figure.py:2802(axes)
       24    0.000    0.000    0.000    0.000 tempfile.py:229(_get_candidate_names)
        2    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
       18    0.000    0.000    0.000    0.000 ImageFile.py:263(<lambda>)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:63(BmpImageFile)
       21    0.000    0.000    0.000    0.000 fromnumeric.py:1126(_argsort_dispatcher)
        8    0.000    0.000    0.000    0.000 backend_tools.py:52(_register_tool_class)
        2    0.000    0.000    0.000    0.000 patches.py:4103(set_bounds)
       18    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        2    0.000    0.000    0.000    0.000 font.py:50(_set)
        1    0.000    0.000    0.000    0.000 contextlib.py:260(contextmanager)
        1    0.000    0.000    0.000    0.000 typing.py:1812(__init__)
        6    0.000    0.000    0.000    0.000 ticker.py:708(get_offset)
       16    0.000    0.000    0.000    0.000 ticker.py:191(set_axis)
        2    0.000    0.000    0.000    0.000 pyplot.py:4389(xlabel)
        4    0.000    0.000    0.000    0.000 axis.py:1917(set_major_formatter)
       12    0.000    0.000    0.000    0.000 axis.py:1639(get_major_locator)
        2    0.000    0.000    0.000    0.000 backend_agg.py:262(buffer_rgba)
        2    0.000    0.000    0.000    0.000 __init__.py:1286(winfo_toplevel)
        4    0.000    0.000    0.000    0.000 transforms.py:2184(__init__)
        5    0.000    0.000    0.000    0.000 core.py:6732(isMaskedArray)
        1    0.000    0.000    0.000    0.000 pathlib.py:1229(resolve)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:969(sort)
        2    0.000    0.000    0.000    0.000 figure.py:3228(clear)
        7    0.000    0.000    0.000    0.000 _signaltools.py:1133(_np_conv_ok)
        4    0.000    0.000    0.001    0.000 __init__.py:3197(__init__)
        2    0.000    0.000    0.005    0.003 __init__.py:2845(create_image)
        2    0.000    0.000    0.000    0.000 figure.py:2207(_set_artist_props)
        4    0.000    0.000    0.000    0.000 _base.py:2514(_unit_change_handler)
        2    0.000    0.000    0.000    0.000 _base.py:3666(get_xlim)
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.007    0.003 __init__.py:2160(wm_iconphoto)
       23    0.000    0.000    0.000    0.000 compressed.py:724(_data_size)
        2    0.000    0.000    0.000    0.000 rcsetup.py:163(validate_axisbelow)
       26    0.000    0.000    0.000    0.000 cbook.py:120(__init__)
        2    0.000    0.000    0.000    0.000 cbook.py:2174(_setup_new_guiapp)
        2    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        2    0.000    0.000    0.000    0.000 backend_agg.py:85(_update_methods)
        1    0.000    0.000    0.000    0.000 messagebox.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       31    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        1    0.000    0.000    0.000    0.000 pathlib.py:742(parents)
        8    0.000    0.000    0.000    0.000 process.py:509(flag_executor_shutting_down)
        4    0.000    0.000    0.000    0.000 _backend_tk.py:41(_restore_foreground_window_at_end)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:78(GifImageFile)
       40    0.000    0.000    0.000    0.000 enum.py:1168(__init__)
       23    0.000    0.000    0.000    0.000 compressed.py:698(_data_offset)
        6    0.000    0.000    0.000    0.000 figure.py:83(as_list)
        1    0.000    0.000    0.002    0.002 backend_gtk4agg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:483(trace_info)
        8    0.000    0.000    0.000    0.000 __init__.py:422(set)
        4    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        2    0.000    0.000    0.000    0.000 colors.py:418(to_rgba_array)
        3    0.000    0.000    0.000    0.000 registry.py:202(is_valid_backend)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1182(__init__)
        1    0.000    0.000    0.000    0.000 font_manager.py:1579(_cached_realpath)
        4    0.000    0.000    0.000    0.000 patches.py:788(get_path)
        4    0.000    0.000    0.000    0.000 figure.py:3000(set_canvas)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:309(__subclasshook__)
        4    0.000    0.000    0.000    0.000 __init__.py:3047(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:1018(_find_new_)
       15    0.000    0.000    0.000    0.000 compressed.py:719(_data_size)
        2    0.000    0.000    0.000    0.000 patches.py:422(set_alpha)
        1    0.000    0.000    0.000    0.000 __init__.py:3334(Menu)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 __init__.py:4222(Spinbox)
        2    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1072(_generic_init_subclass)
        5    0.000    0.000    0.000    0.000 typing.py:702(<genexpr>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3258(update)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
       12    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       14    0.000    0.000    0.000    0.000 {method '__contains__' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 inspect.py:1820(getattr_static)
        4    0.000    0.000    0.000    0.000 __init__.py:334(__len__)
        2    0.000    0.000    0.000    0.000 pyplot.py:4404(ylabel)
        2    0.000    0.000    0.000    0.000 _base.py:3919(get_ylim)
       18    0.000    0.000    0.000    0.000 axis.py:722(get_remove_overlapping_locs)
        1    0.000    0.000    0.000    0.000 process.py:621(ProcessPoolExecutor)
        2    0.000    0.000    0.000    0.000 __init__.py:690(deletecommand)
        5    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
       18    0.000    0.000    0.000    0.000 numeric.py:2333(_isclose_dispatcher)
       23    0.000    0.000    0.000    0.000 hdulist.py:462(__enter__)
       18    0.000    0.000    0.000    0.000 PngImagePlugin.py:157(__init__)
        4    0.000    0.000    0.000    0.000 path.py:737(unit_rectangle)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1215(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:1204(_gen_axes_patch)
        7    0.000    0.000    0.000    0.000 _signaltools.py:62(_inputs_swap_needed)
        2    0.000    0.000    0.000    0.000 __init__.py:449(trace_add)
        1    0.000    0.000    0.001    0.001 backend_gtk3agg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:950(_get_mixins_)
        2    0.000    0.000    0.000    0.000 _parser.py:94(closegroup)
       18    0.000    0.000    0.000    0.000 PngImagePlugin.py:188(close)
        2    0.000    0.000    0.000    0.000 pyplot.py:3380(grid)
        2    0.000    0.000    0.000    0.000 __init__.py:110(get_projection_class)
       12    0.000    0.000    0.000    0.000 axis.py:757(get_scale)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:463(FigureManagerTk)
        2    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
        2    0.000    0.000    0.000    0.000 inspect.py:1799(_check_class)
       10    0.000    0.000    0.000    0.000 _parser.py:254(get)
        3    0.000    0.000    0.000    0.000 inspect.py:1817(_shadowed_dict)
       28    0.000    0.000    0.000    0.000 typing.py:2107(cast)
        1    0.000    0.000    0.000    0.000 typing.py:324(_remove_dups_flatten)
        5    0.000    0.000    0.000    0.000 __init__.py:54(__get__)
        2    0.000    0.000    0.012    0.006 pyplot.py:3617(legend)
       20    0.000    0.000    0.000    0.000 lines.py:610(get_markevery)
        4    0.000    0.000    0.000    0.000 gridspec.py:766(update)
        1    0.000    0.000    0.000    0.000 ImageMath.py:27(_Operand)
        2    0.000    0.000    0.000    0.000 _parser.py:442(_uniq)
        2    0.000    0.000    0.000    0.000 contextlib.py:499(enter_context)
        7    0.000    0.000    0.000    0.000 typing.py:1110(_is_dunder)
        2    0.000    0.000    0.000    0.000 transforms.py:790(null)
       20    0.000    0.000    0.000    0.000 lines.py:902(get_drawstyle)
       20    0.000    0.000    0.000    0.000 markers.py:336(get_path)
        2    0.000    0.000    0.000    0.000 _base.py:3707(set_xlim)
        2    0.000    0.000    0.000    0.000 _base.py:3941(set_ylim)
        8    0.000    0.000    0.000    0.000 _base.py:3109(<genexpr>)
        2    0.000    0.000    0.000    0.000 legend.py:699(_set_loc)
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imagingtk.tkinit}
        3    0.000    0.000    0.000    0.000 __init__.py:174(search)
        8    0.000    0.000    0.000    0.000 arrayprint.py:952(_none_or_positive_arg)
       20    0.000    0.000    0.000    0.000 markers.py:355(get_alt_path)
       20    0.000    0.000    0.000    0.000 markers.py:374(get_snap_threshold)
        8    0.000    0.000    0.000    0.000 spines.py:209(register_axis)
        4    0.000    0.000    0.000    0.000 axis.py:2575(get_minpos)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:621(NavigationToolbar2Tk)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:848(__len__)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:940(_check_for_existing_members_)
       14    0.000    0.000    0.000    0.000 _parser.py:249(match)
       18    0.000    0.000    0.000    0.000 fromnumeric.py:2958(_ptp_dispatcher)
        3    0.000    0.000    0.000    0.000 rcsetup.py:272(validate_backend)
        8    0.000    0.000    0.000    0.000 colors.py:357(<genexpr>)
       10    0.000    0.000    0.000    0.000 spines.py:592(__iter__)
        2    0.000    0.000    0.000    0.000 figure.py:1702(sca)
        4    0.000    0.000    0.000    0.000 _base.py:1097(get_position)
        4    0.000    0.000    0.000    0.000 axis.py:2805(get_minpos)
        1    0.000    0.000    0.000    0.000 __init__.py:367(Variable)
        4    0.000    0.000    0.000    0.000 ImageTk.py:133(__del__)
        4    0.000    0.000    0.000    0.000 __init__.py:2293(wm_withdraw)
        8    0.000    0.000    0.000    0.000 _parser.py:164(__getitem__)
       26    0.000    0.000    0.000    0.000 shape_base.py:135(_atleast_3d_dispatcher)
        7    0.000    0.000    0.000    0.000 base.py:1583(<lambda>)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:54(LoadingStrategy)
        2    0.000    0.000    0.000    0.000 contextlib.py:531(_push_cm_exit)
       22    0.000    0.000    0.000    0.000 artist.py:1362(get_mouseover)
        8    0.000    0.000    0.000    0.000 axis.py:504(locator)
        1    0.000    0.000    0.000    0.000 __init__.py:2529(Grid)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1569(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 base.py:1586(<lambda>)
        4    0.000    0.000    0.000    0.000 cbook.py:126(__eq__)
        2    0.000    0.000    0.000    0.000 gridspec.py:541(__init__)
        1    0.000    0.000    0.000    0.000 dialog.py:1(<module>)
        7    0.000    0.000    0.000    0.000 image.py:1272(<lambda>)
        4    0.000    0.000    0.000    0.000 transforms.py:946(x0)
       16    0.000    0.000    0.000    0.000 artist.py:904(get_clip_path)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:33(get_fig_manager)
        4    0.000    0.000    0.000    0.000 _base.py:3055(<genexpr>)
        4    0.000    0.000    0.000    0.000 axis.py:2015(set_pickradius)
        1    0.000    0.000    0.000    0.000 font.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:57(RendererAgg)
       14    0.000    0.000    0.000    0.000 fromnumeric.py:3864(_std_dispatcher)
        5    0.000    0.000    0.000    0.000 Image.py:3679(register_save)
       20    0.000    0.000    0.000    0.000 markers.py:296(get_marker)
        8    0.000    0.000    0.000    0.000 _base.py:2999(<genexpr>)
        8    0.000    0.000    0.000    0.000 axis.py:494(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:370(Barrier)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        4    0.000    0.000    0.000    0.000 contextlib.py:469(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1734(_fix_ipython_backend2gui)
       16    0.000    0.000    0.000    0.000 numeric.py:360(_full_like_dispatcher)
       14    0.000    0.000    0.000    0.000 utils.py:116(<genexpr>)
        2    0.000    0.000    0.000    0.000 figure.py:220(get_children)
        4    0.000    0.000    0.000    0.000 patches.py:826(rotation_point)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:170(EventType)
        2    0.000    0.000    0.000    0.000 backend_agg.py:405(buffer_rgba)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        3    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        6    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        8    0.000    0.000    0.000    0.000 _parser.py:286(tell)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(__getitem__)
        1    0.000    0.000    0.000    0.000 pathlib.py:853(exists)
        7    0.000    0.000    0.000    0.000 base.py:214(header)
        8    0.000    0.000    0.000    0.000 spines.py:595(__len__)
        8    0.000    0.000    0.000    0.000 axis.py:1808(have_units)
        1    0.000    0.000    0.000    0.000 __init__.py:4424(PanedWindow)
        1    0.000    0.000    0.000    0.000 __init__.py:3218(Listbox)
       16    0.000    0.000    0.000    0.000 function_base.py:20(_linspace_dispatcher)
       18    0.000    0.000    0.000    0.000 ticker.py:1819(tick_values)
        6    0.000    0.000    0.000    0.000 _base.py:3074(<genexpr>)
        8    0.000    0.000    0.000    0.000 axis.py:515(formatter)
        4    0.000    0.000    0.000    0.000 axis.py:1373(<genexpr>)
        7    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 font.py:26(Font)
        1    0.000    0.000    0.000    0.000 commondialog.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       14    0.000    0.000    0.000    0.000 _util.py:14(__init__)
        4    0.000    0.000    0.000    0.000 ticker.py:534(set_useLocale)
        6    0.000    0.000    0.000    0.000 transforms.py:1009(minposx)
        6    0.000    0.000    0.000    0.000 _pylab_helpers.py:55(<genexpr>)
        2    0.000    0.000    0.001    0.001 __init__.py:1368(update)
        6    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 _parser.py:224(__init__)
        2    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 typing.py:1123(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:268(__init__)
       15    0.000    0.000    0.000    0.000 fromnumeric.py:1247(_argmax_dispatcher)
       14    0.000    0.000    0.000    0.000 column.py:257(__eq__)
        7    0.000    0.000    0.000    0.000 compressed.py:601(_postwriteto)
        2    0.000    0.000    0.000    0.000 Image.py:3717(register_extensions)
        1    0.000    0.000    0.000    0.000 pyplot.py:449(backend_mod)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2640(notify_axes_change)
        2    0.000    0.000    0.000    0.000 _base.py:3869(get_ybound)
        2    0.000    0.000    0.000    0.000 _backend_tk.py:613(set_window_title)
        1    0.000    0.000    0.000    0.000 filedialog.py:33(FileDialog)
        8    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
        1    0.000    0.000    0.000    0.000 inspect.py:1805(_shadowed_dict_from_mro_tuple)
        3    0.000    0.000    0.000    0.000 typing.py:861(__init__)
       16    0.000    0.000    0.000    0.000 multiarray.py:107(empty_like)
        1    0.000    0.000    0.000    0.000 pyplot.py:282(install_repl_displayhook)
        2    0.000    0.000    0.000    0.000 cbook.py:2055(__init__)
        4    0.000    0.000    0.000    0.000 ticker.py:470(set_usetex)
        2    0.000    0.000    0.134    0.067 backend_bases.py:3503(new_figure_manager_given_figure)
       12    0.000    0.000    0.000    0.000 text.py:580(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 queues.py:339(SimpleQueue)
        3    0.000    0.000    0.000    0.000 __init__.py:678(_set)
        2    0.000    0.000    0.000    0.000 figure.py:97(add)
        2    0.000    0.000    0.000    0.000 gridspec.py:122(set_height_ratios)
        3    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 _parser.py:79(groups)
        1    0.000    0.000    0.000    0.000 enum.py:1663(_simple_enum)
        1    0.000    0.000    0.000    0.000 typing.py:487(__getitem__)
        7    0.000    0.000    0.000    0.000 image.py:1177(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:240(<lambda>)
        2    0.000    0.000    0.001    0.000 Image.py:652(_ensure_mutable)
        6    0.000    0.000    0.000    0.000 transforms.py:1024(minposy)
        4    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 __init__.py:2432(Pack)
        2    0.000    0.000    0.000    0.000 __init__.py:2409(__getattr__)
        7    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:578(swapaxes)
        2    0.000    0.000    0.000    0.000 cbook.py:179(pop)
        2    0.000    0.000    0.000    0.000 figure.py:79(__init__)
       14    0.000    0.000    0.000    0.000 spines.py:200(get_path)
        4    0.000    0.000    0.000    0.000 figure.py:162(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:596(abspath)
        1    0.000    0.000    0.000    0.000 __init__.py:4118(PhotoImage)
        2    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
       10    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 enum.py:376(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:214(__getattr__)
       14    0.000    0.000    0.000    0.000 Image.py:603(__enter__)
       16    0.000    0.000    0.000    0.000 transforms.py:1804(transform_path_non_affine)
        2    0.000    0.000    0.000    0.000 transforms.py:951(y0)
        2    0.000    0.000    0.000    0.000 _base.py:3616(get_xbound)
        7    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 typing.py:258(_collect_parameters)
        8    0.000    0.000    0.000    0.000 multiarray.py:919(bincount)
        2    0.000    0.000    0.000    0.000 _linalg.py:123(_makearray)
       12    0.000    0.000    0.000    0.000 transforms.py:994(minpos)
        4    0.000    0.000    0.000    0.000 transforms.py:956(x1)
        4    0.000    0.000    0.000    0.000 axis.py:1943(set_minor_formatter)
        1    0.000    0.000    0.000    0.000 process.py:276(_ExecutorManagerThread)
        8    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       10    0.000    0.000    0.000    0.000 multiarray.py:1053(unravel_index)
        5    0.000    0.000    0.000    0.000 Image.py:3664(register_mime)
       12    0.000    0.000    0.000    0.000 scale.py:78(limit_range_for_scale)
       16    0.000    0.000    0.000    0.000 transforms.py:1791(transform_non_affine)
        8    0.000    0.000    0.000    0.000 axis.py:673(isDefault_majloc)
        6    0.000    0.000    0.000    0.000 connection.py:820(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:3088(Entry)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:335(JpegImageFile)
        4    0.000    0.000    0.000    0.000 cbook.py:648(__len__)
        2    0.000    0.000    0.000    0.000 transforms.py:1573(get_matrix)
        8    0.000    0.000    0.000    0.000 axis.py:827(_set_autoscale_on)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 connection.py:638(PipeListener)
        2    0.000    0.000    0.000    0.000 __init__.py:552(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1097(_resolve_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:2301(Tk)
        1    0.000    0.000    0.000    0.000 threading.py:1528(_register_atexit)
        8    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        4    0.000    0.000    0.000    0.000 _linalg.py:128(isComplexType)
        8    0.000    0.000    0.000    0.000 spines.py:226(_clear)
        2    0.000    0.000    0.000    0.000 __init__.py:81(get_projection_class)
        2    0.000    0.000    0.000    0.000 figure.py:3332(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3566(Show)
        1    0.000    0.000    0.000    0.000 uuid.py:334(hex)
        8    0.000    0.000    0.000    0.000 axis.py:689(isDefault_minloc)
        8    0.000    0.000    0.000    0.000 axis.py:823(_get_autoscale_on)
        1    0.000    0.000    0.000    0.000 context.py:332(SpawnProcess)
        4    0.000    0.000    0.000    0.000 {method 'interpaddr' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:2280(wm_title)
        1    0.000    0.000    0.000    0.000 __init__.py:4056(Image)
        4    0.000    0.000    0.000    0.000 __init__.py:4078(__del__)
        4    0.000    0.000    0.000    0.000 _parser.py:172(append)
        4    0.000    0.000    0.000    0.000 ticker.py:488(set_useOffset)
        4    0.000    0.000    0.000    0.000 widgets.py:38(__init__)
        2    0.000    0.000    0.000    0.000 spines.py:546(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:163(<lambda>)
        8    0.000    0.000    0.000    0.000 axis.py:681(isDefault_majfmt)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        1    0.000    0.000    0.000    0.000 connection.py:347(Connection)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:968(ToolbarTk)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
